debate_name,debate_section,speaker,speech,speaking_time_seconds
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Vice President Biden. Same question to you. Would you allow Chinese firms to build critical US infrastructure?,6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"No, I would not, and I’d spent more time with Xi Jinping than any world leader had by the time we left office. This is a guy who doesn’t have a democratic, with a small D, bone in his body. This is a guy who is a thug, who in fact has a million Uyghurs in reconstruction camps, meaning concentration camps. This is a guy who… You see what’s happening right now in Hong Kong. And this is a guy who I was able to convince should join the Paris Agreement. Because guess what? They need to be involved. You can cooperate and you can also dictate exactly what they are.",36.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"When in fact, they said, “We’re going to set up a no-fly zone, that you can’t fly through our zone,” He said, “What do you expect me to do?” when I was over there. I said, “We’re going to fly right through it.” We flew B-1 bombers through it. We got to make it clear: they must play by the rules.",14.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Thank you, Mr. Vice President.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,Period. Period. Period.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Senator Warren, same question. Would you allow Chinese firms to build infrastructure?",3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,"We have to be able to trust our president, because there are a lot of decisions a president makes that you just can’t follow every part of that. And that’s one the reasons that we need to see any candidate’s taxes. We know that Mayor Bloomberg has been doing business with China for a long time, and he is the only one on this stage who has not released his taxes. He plans to release them after Super Tuesday. It is not enough to be able to say, “Just trust me on this.” We have a president who said he was going to-",37.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,The question’s about infrastructure.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,-release his taxes after the election-,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Was that a yes or a no?,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,"-and has refused to do this. No, I would not.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Okay. Mayor Bloomberg, would you like to respond?",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,"I got into this race only 10 or 12 weeks ago. We’ve been working on our tax returns. I’ve said there’ll be out, we probably have another couple of weeks left to go. We’re doing it as fast as we can. We’ve complied with every single requirement for disclosure, and when I was mayor of New York, we had our tax returns out 12 years in a row, and we will do that in the White House.",19.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,No! Actually-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,[crosstalk 00:12:47] Mr. Steyer.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Tom Steyer,Listen-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"You know, you can find tax returns online right now.",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,On infrastructure.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,"Actually, he put the tax returns-",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,On the question asked.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Tom Steyer,Can I… Look-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Mr. Steyer.,3.0
